respondent_id,survey_date,city,age_group,gender,income_bracket,awareness_channel,product_interest,funnel_stage,purchase_motivator,purchase_barrier,monthly_spend_inr,nps_score,nps_category,top_satisfaction_driver,survey_completion_min
VE1507,2024-10-02,Pune,25-34,Female,20L+,Instagram,Multivitamin,Awareness,,Too Expensive,0,,,,6.5
VE1508,2024-09-08,Lucknow,45-54,Female,3-6L,Instagram,Whey Protein,Repeat Purchase,Discount/Offer,None,500,5,Detractor,Product Efficacy,11.7
VE1509,2024-11-07,Delhi,25-34,Male,6-10L,Word of Mouth,Whey Protein,Trial,Brand Trust,None,0,,,,15.0
VE1510,2024-06-09,Hyderabad,35-44,Male,20L+,YouTube,Whey Protein,Intent,Ingredients Quality,Too Expensive,0,,,,10.9
VE1511,2024-08-20,Delhi,18-24,Male,3-6L,Word of Mouth,Vitamin D3,Intent,Price,Lack of Trust,0,,,,13.3
VE1512,2024-07-14,Delhi,18-24,Female,6-10L,Instagram,Omega-3,Awareness,,Too Many Options,0,,,,6.4
VE1513,2024-07-01,Delhi,45-54,Male,20L+,Word of Mouth,Ashwagandha,Awareness,,None,0,,,,12.2
VE1514,2024-10-19,Kolkata,55+,Male,<3L,Instagram,Multivitamin,Consideration,,Shipping Concerns,0,,,,8.5
VE1515,2024-07-04,Delhi,18-24,Female,<3L,YouTube,Whey Protein,Consideration,,Too Expensive,0,,,,12.4
VE1516,2024-08-18,Pune,25-34,Female,10-20L,YouTube,Whey Protein,Intent,Doctor Recommended,Unsure of Efficacy,0,,,,10.8
VE1517,2024-06-21,Chennai,35-44,Male,6-10L,Offline Store,Ashwagandha,Intent,Ingredients Quality,Unsure of Efficacy,0,,,,5.0
VE1518,2024-06-28,Delhi,35-44,Male,20L+,Google Search,Collagen,Intent,Discount/Offer,Lack of Trust,0,,,,7.9
VE1519,2024-10-21,Bangalore,45-54,Prefer not to say,10-20L,Instagram,Omega-3,Awareness,,Shipping Concerns,0,,,,8.7
VE1520,2024-08-06,Delhi,35-44,Male,6-10L,Offline Store,Vitamin D3,Trial,Price,Prefer Offline,0,,,,5.2
VE1521,2024-10-25,Pune,35-44,Female,10-20L,Facebook,Whey Protein,Consideration,,Too Expensive,0,,,,15.1
VE1522,2024-07-29,Mumbai,25-34,Male,6-10L,Facebook,Omega-3,Intent,Doctor Recommended,Prefer Offline,0,,,,14.1
VE1523,2024-06-03,Delhi,55+,Male,10-20L,Word of Mouth,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,4.5
VE1524,2024-07-24,Pune,18-24,Male,6-10L,YouTube,Collagen,Awareness,,None,0,,,,7.7
VE1525,2024-06-29,Hyderabad,18-24,Female,10-20L,Google Search,Whey Protein,Purchase,Price,None,2000,10,Promoter,Product Efficacy,11.2
VE1526,2024-09-25,Pune,35-44,Female,10-20L,Word of Mouth,Ashwagandha,Intent,Peer Recommendation,Unsure of Efficacy,0,,,,17.2
VE1527,2024-10-19,Bangalore,55+,Male,<3L,Instagram,Ashwagandha,Awareness,,Too Many Options,0,,,,13.7
VE1528,2024-08-03,Bangalore,45-54,Female,3-6L,YouTube,Probiotic,Purchase,Ingredients Quality,None,700,8,Passive,Delivery Speed,17.5
VE1529,2024-08-19,Delhi,18-24,Female,10-20L,Word of Mouth,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,4.9
VE1530,2024-08-22,Mumbai,35-44,Female,3-6L,Doctor Recommendation,Multivitamin,Intent,Price,Too Many Options,0,,,,16.4
VE1531,2024-06-05,Kolkata,35-44,Female,<3L,Google Search,Probiotic,Intent,Peer Recommendation,None,0,,,,17.5
VE1532,2024-09-09,Delhi,35-44,Male,<3L,Instagram,Multivitamin,Intent,Ingredients Quality,Too Expensive,0,,,,6.7
VE1533,2024-07-27,Mumbai,25-34,Male,<3L,Google Search,Vitamin D3,Intent,Price,Too Expensive,0,,,,17.2
VE1534,2024-11-08,Delhi,35-44,Male,6-10L,YouTube,Probiotic,Consideration,,Too Expensive,0,,,,7.5
VE1535,2024-08-07,Bangalore,18-24,Male,6-10L,Google Search,Omega-3,Consideration,,Lack of Trust,0,,,,7.2
VE1536,2024-07-03,Hyderabad,55+,Female,<3L,Instagram,Whey Protein,Awareness,,None,0,,,,4.7
VE1537,2024-09-18,Bangalore,25-34,Female,10-20L,Word of Mouth,Vitamin D3,Trial,Ingredients Quality,Shipping Concerns,0,,,,10.2
VE1538,2024-07-27,Kolkata,25-34,Female,<3L,Google Search,Multivitamin,Intent,Ingredients Quality,Too Expensive,0,,,,11.1
VE1539,2024-07-09,Mumbai,25-34,Prefer not to say,<3L,Offline Store,Omega-3,Purchase,Ingredients Quality,None,200,7,Passive,Taste/Texture,11.4
VE1540,2024-09-16,Chennai,25-34,Male,10-20L,YouTube,Whey Protein,Consideration,,None,0,,,,16.4
VE1541,2024-09-13,Kolkata,25-34,Female,3-6L,Google Search,Omega-3,Awareness,,Too Many Options,0,,,,13.1
VE1542,2024-09-01,Delhi,25-34,Female,10-20L,YouTube,Omega-3,Awareness,,None,0,,,,7.7
VE1543,2024-08-09,Kolkata,25-34,Male,6-10L,Word of Mouth,Multivitamin,Trial,Influencer,Unsure of Efficacy,0,,,,6.7
VE1544,2024-08-05,Hyderabad,18-24,Prefer not to say,6-10L,Instagram,Multivitamin,Awareness,,Lack of Trust,0,,,,13.6
VE1545,2024-11-04,Bangalore,25-34,Female,6-10L,YouTube,Whey Protein,Purchase,Influencer,None,1000,9,Promoter,Customer Support,8.2
VE1546,2024-09-16,Hyderabad,55+,Male,10-20L,Instagram,Collagen,Awareness,,None,0,,,,5.7
VE1547,2024-09-03,Mumbai,35-44,Male,10-20L,Instagram,Probiotic,Trial,Influencer,Too Expensive,0,,,,11.2
VE1548,2024-06-26,Pune,35-44,Male,<3L,Instagram,Whey Protein,Awareness,,Too Expensive,0,,,,11.9
VE1549,2024-10-30,Hyderabad,45-54,Male,<3L,Instagram,Vitamin D3,Consideration,,Prefer Offline,0,,,,7.7
VE1550,2024-11-24,Bangalore,18-24,Female,10-20L,Google Search,Whey Protein,Awareness,,Shipping Concerns,0,,,,16.4
VE1551,2024-07-10,Pune,55+,Female,6-10L,Word of Mouth,Whey Protein,Intent,Peer Recommendation,Too Many Options,0,,,,16.2
VE1552,2024-06-03,Hyderabad,18-24,Female,3-6L,YouTube,Whey Protein,Purchase,Influencer,None,300,8,Passive,Delivery Speed,12.6
VE1553,2024-06-15,Pune,25-34,Female,<3L,Instagram,Ashwagandha,Consideration,,None,0,,,,6.3
VE1554,2024-07-22,Chennai,45-54,Female,20L+,Instagram,Omega-3,Repeat Purchase,Doctor Recommended,None,2000,10,Promoter,Product Efficacy,15.3
VE1555,2024-10-19,Delhi,35-44,Female,10-20L,YouTube,Vitamin D3,Trial,Brand Trust,Lack of Trust,0,,,,16.3
VE1556,2024-07-18,Delhi,45-54,Male,<3L,Offline Store,Ashwagandha,Awareness,,Too Many Options,0,,,,8.0
VE1557,2024-11-18,Bangalore,25-34,Male,10-20L,Instagram,Ashwagandha,Intent,Discount/Offer,Lack of Trust,0,,,,5.7
VE1558,2024-06-15,Pune,45-54,Female,10-20L,YouTube,Whey Protein,Awareness,,Too Expensive,0,,,,5.1
VE1559,2024-11-14,Bangalore,25-34,Female,3-6L,Instagram,Ashwagandha,Purchase,Doctor Recommended,None,300,6,Detractor,Product Efficacy,16.8
VE1560,2024-09-17,Hyderabad,45-54,Female,3-6L,Instagram,Whey Protein,Purchase,Influencer,None,1000,9,Promoter,Price-Value,15.2
VE1561,2024-07-30,Chennai,55+,Female,3-6L,Google Search,Whey Protein,Consideration,,Shipping Concerns,0,,,,16.8
VE1562,2024-09-16,Mumbai,55+,Male,10-20L,Google Search,Omega-3,Awareness,,Unsure of Efficacy,0,,,,11.9
VE1563,2024-08-22,Pune,45-54,Male,6-10L,Instagram,Omega-3,Consideration,,Too Expensive,0,,,,14.8
VE1564,2024-10-06,Bangalore,25-34,Male,6-10L,Facebook,Whey Protein,Consideration,,Too Expensive,0,,,,4.8
VE1565,2024-08-15,Pune,25-34,Female,20L+,Word of Mouth,Omega-3,Repeat Purchase,Brand Trust,None,7000,4,Detractor,Price-Value,8.1
VE1566,2024-11-14,Bangalore,55+,Female,6-10L,Word of Mouth,Whey Protein,Repeat Purchase,Influencer,None,500,10,Promoter,Customer Support,8.9
VE1567,2024-09-26,Chennai,25-34,Male,3-6L,Instagram,Collagen,Purchase,Peer Recommendation,None,300,8,Passive,Price-Value,6.3
VE1568,2024-09-23,Chennai,25-34,Male,6-10L,Instagram,Collagen,Intent,Discount/Offer,Unsure of Efficacy,0,,,,13.8
VE1569,2024-08-31,Hyderabad,25-34,Female,10-20L,Doctor Recommendation,Ashwagandha,Consideration,,Too Expensive,0,,,,11.5
VE1570,2024-10-12,Lucknow,35-44,Male,<3L,YouTube,Multivitamin,Intent,Ingredients Quality,None,0,,,,10.9
VE1571,2024-10-26,Bangalore,18-24,Female,6-10L,YouTube,Vitamin D3,Awareness,,Unsure of Efficacy,0,,,,10.1
VE1572,2024-06-15,Pune,25-34,Female,6-10L,YouTube,Multivitamin,Intent,Price,Shipping Concerns,0,,,,6.5
VE1573,2024-07-17,Bangalore,45-54,Female,3-6L,Word of Mouth,Whey Protein,Intent,Influencer,Too Expensive,0,,,,15.8
VE1574,2024-09-03,Chennai,25-34,Female,20L+,Instagram,Whey Protein,Awareness,,Too Expensive,0,,,,6.0
VE1575,2024-08-08,Kolkata,25-34,Female,<3L,Instagram,Whey Protein,Trial,Brand Trust,Too Expensive,0,,,,14.6
VE1576,2024-10-24,Kolkata,18-24,Prefer not to say,20L+,Instagram,Multivitamin,Repeat Purchase,Influencer,None,2000,10,Promoter,Delivery Speed,5.6
VE1577,2024-07-20,Bangalore,35-44,Female,10-20L,Facebook,Multivitamin,Intent,Brand Trust,Shipping Concerns,0,,,,12.3
VE1578,2024-06-29,Ahmedabad,25-34,Female,10-20L,YouTube,Multivitamin,Intent,Price,Unsure of Efficacy,0,,,,8.0
VE1579,2024-07-11,Ahmedabad,35-44,Female,20L+,YouTube,Ashwagandha,Consideration,,Too Expensive,0,,,,17.9
VE1580,2024-10-05,Delhi,45-54,Male,6-10L,Doctor Recommendation,Multivitamin,Intent,Peer Recommendation,Too Expensive,0,,,,14.2
VE1581,2024-09-24,Bangalore,25-34,Male,10-20L,Google Search,Multivitamin,Awareness,,Too Many Options,0,,,,12.9
VE1582,2024-11-08,Hyderabad,18-24,Female,6-10L,Google Search,Multivitamin,Consideration,,None,0,,,,15.9
VE1583,2024-06-06,Delhi,35-44,Female,20L+,Google Search,Collagen,Repeat Purchase,Peer Recommendation,None,5000,10,Promoter,Packaging,4.9
VE1584,2024-08-06,Hyderabad,45-54,Female,3-6L,Instagram,Vitamin D3,Intent,Brand Trust,Too Expensive,0,,,,15.4
VE1585,2024-11-14,Kolkata,25-34,Prefer not to say,<3L,Doctor Recommendation,Multivitamin,Intent,Discount/Offer,Unsure of Efficacy,0,,,,12.3
VE1586,2024-10-20,Kolkata,25-34,Female,6-10L,Word of Mouth,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,9.8
VE1587,2024-07-12,Hyderabad,18-24,Female,<3L,Google Search,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,15.7
VE1588,2024-08-08,Pune,18-24,Female,<3L,Word of Mouth,Collagen,Consideration,,Too Many Options,0,,,,17.3
VE1589,2024-07-01,Delhi,55+,Male,<3L,YouTube,Ashwagandha,Purchase,Brand Trust,None,0,9,Promoter,Taste/Texture,9.1
VE1590,2024-06-26,Hyderabad,25-34,Male,10-20L,Instagram,Multivitamin,Awareness,,Too Expensive,0,,,,16.0
VE1591,2024-08-10,Bangalore,18-24,Female,6-10L,YouTube,Multivitamin,Awareness,,Too Expensive,0,,,,16.5
VE1592,2024-09-17,Delhi,45-54,Male,<3L,Google Search,Ashwagandha,Awareness,,Shipping Concerns,0,,,,16.3
VE1593,2024-08-09,Delhi,18-24,Male,3-6L,Instagram,Multivitamin,Trial,Price,Too Many Options,0,,,,7.7
VE1594,2024-06-13,Bangalore,25-34,Female,6-10L,Instagram,Omega-3,Awareness,,Unsure of Efficacy,0,,,,16.1
VE1595,2024-07-10,Lucknow,25-34,Male,10-20L,Google Search,Ashwagandha,Purchase,Price,None,4000,8,Passive,Price-Value,13.1
VE1596,2024-10-26,Delhi,25-34,Male,3-6L,Google Search,Omega-3,Intent,Price,Unsure of Efficacy,0,,,,17.5
VE1597,2024-08-10,Delhi,25-34,Female,10-20L,YouTube,Omega-3,Consideration,,Too Expensive,0,,,,13.9
VE1598,2024-10-01,Delhi,45-54,Male,6-10L,YouTube,Whey Protein,Purchase,Discount/Offer,None,1500,3,Detractor,Customer Support,6.8
VE1599,2024-07-11,Delhi,45-54,Male,<3L,Instagram,Ashwagandha,Consideration,,Too Expensive,0,,,,10.5
VE1600,2024-10-20,Bangalore,35-44,Male,3-6L,Instagram,Probiotic,Intent,Price,Too Many Options,0,,,,12.5
VE1601,2024-06-04,Hyderabad,35-44,Male,10-20L,YouTube,Whey Protein,Intent,Doctor Recommended,Shipping Concerns,0,,,,10.3
VE1602,2024-07-18,Delhi,45-54,Female,<3L,Instagram,Whey Protein,Awareness,,Too Expensive,0,,,,7.8
VE1603,2024-07-22,Hyderabad,18-24,Male,10-20L,Instagram,Vitamin D3,Consideration,,Lack of Trust,0,,,,17.5
VE1604,2024-10-14,Delhi,25-34,Male,6-10L,YouTube,Probiotic,Awareness,,Shipping Concerns,0,,,,10.9
VE1605,2024-09-20,Ahmedabad,25-34,Male,6-10L,Facebook,Whey Protein,Repeat Purchase,Peer Recommendation,None,1000,10,Promoter,Delivery Speed,7.3
VE1606,2024-07-21,Pune,18-24,Female,10-20L,Instagram,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,14.2
VE1607,2024-09-08,Mumbai,45-54,Male,20L+,Instagram,Whey Protein,Consideration,,Prefer Offline,0,,,,17.3
VE1608,2024-06-09,Bangalore,35-44,Female,6-10L,Instagram,Vitamin D3,Awareness,,Shipping Concerns,0,,,,10.9
VE1609,2024-08-27,Delhi,35-44,Male,<3L,Doctor Recommendation,Ashwagandha,Intent,Price,Too Expensive,0,,,,10.5
VE1610,2024-08-08,Pune,18-24,Male,3-6L,YouTube,Collagen,Awareness,,Prefer Offline,0,,,,12.2
VE1611,2024-09-23,Hyderabad,55+,Male,10-20L,Word of Mouth,Multivitamin,Consideration,,Too Expensive,0,,,,8.3
VE1612,2024-09-28,Delhi,25-34,Female,3-6L,Google Search,Vitamin D3,Intent,Doctor Recommended,Shipping Concerns,0,,,,14.5
VE1613,2024-08-08,Delhi,25-34,Male,3-6L,Google Search,Whey Protein,Awareness,,Too Many Options,0,,,,10.9
VE1614,2024-06-20,Mumbai,25-34,Male,10-20L,Google Search,Ashwagandha,Intent,Influencer,Unsure of Efficacy,0,,,,5.2
VE1615,2024-09-05,Delhi,35-44,Female,20L+,YouTube,Multivitamin,Awareness,,Shipping Concerns,0,,,,13.7
VE1616,2024-09-08,Pune,25-34,Female,20L+,Word of Mouth,Multivitamin,Consideration,,Prefer Offline,0,,,,17.2
VE1617,2024-07-09,Bangalore,55+,Male,10-20L,Instagram,Omega-3,Consideration,,Too Many Options,0,,,,4.8
VE1618,2024-07-31,Mumbai,35-44,Male,3-6L,Instagram,Ashwagandha,Consideration,,Too Many Options,0,,,,7.4
VE1619,2024-09-10,Bangalore,25-34,Male,10-20L,YouTube,Collagen,Awareness,,Too Many Options,0,,,,7.0
VE1620,2024-07-17,Bangalore,45-54,Male,6-10L,YouTube,Whey Protein,Intent,Influencer,Unsure of Efficacy,0,,,,13.6
VE1621,2024-06-12,Bangalore,35-44,Female,3-6L,Word of Mouth,Whey Protein,Consideration,,Shipping Concerns,0,,,,17.8
VE1622,2024-06-07,Pune,25-34,Prefer not to say,3-6L,Instagram,Ashwagandha,Intent,Ingredients Quality,Too Expensive,0,,,,14.8
VE1623,2024-06-20,Hyderabad,25-34,Female,<3L,YouTube,Whey Protein,Intent,Ingredients Quality,None,0,,,,10.9
VE1624,2024-10-27,Hyderabad,35-44,Male,6-10L,Word of Mouth,Omega-3,Purchase,Discount/Offer,None,1000,10,Promoter,Packaging,5.7
VE1625,2024-06-02,Hyderabad,45-54,Male,3-6L,YouTube,Multivitamin,Consideration,,Too Many Options,0,,,,17.6
VE1626,2024-06-23,Chennai,25-34,Male,10-20L,Google Search,Ashwagandha,Intent,Discount/Offer,Prefer Offline,0,,,,12.6
VE1627,2024-06-17,Hyderabad,45-54,Male,<3L,Instagram,Ashwagandha,Consideration,,Unsure of Efficacy,0,,,,13.4
VE1628,2024-08-02,Kolkata,35-44,Female,10-20L,Doctor Recommendation,Whey Protein,Awareness,,Too Expensive,0,,,,11.3
VE1629,2024-06-02,Bangalore,25-34,Female,6-10L,Word of Mouth,Multivitamin,Intent,Discount/Offer,Too Expensive,0,,,,13.3
VE1630,2024-08-04,Ahmedabad,35-44,Female,3-6L,Doctor Recommendation,Omega-3,Purchase,Discount/Offer,None,500,8,Passive,Packaging,10.5
VE1631,2024-06-13,Mumbai,25-34,Female,6-10L,Doctor Recommendation,Vitamin D3,Purchase,Influencer,None,1500,10,Promoter,Taste/Texture,8.9
VE1632,2024-06-08,Chennai,18-24,Male,6-10L,Google Search,Multivitamin,Consideration,,Prefer Offline,0,,,,5.7
VE1633,2024-09-16,Hyderabad,25-34,Female,<3L,Google Search,Probiotic,Awareness,,Too Expensive,0,,,,10.0
VE1634,2024-07-04,Delhi,18-24,Male,<3L,Google Search,Omega-3,Consideration,,None,0,,,,7.1
VE1635,2024-08-07,Mumbai,25-34,Female,6-10L,Google Search,Ashwagandha,Intent,Influencer,Too Expensive,0,,,,4.6
VE1636,2024-08-15,Kolkata,55+,Male,3-6L,Doctor Recommendation,Whey Protein,Consideration,,None,0,,,,17.4
VE1637,2024-09-26,Mumbai,18-24,Female,3-6L,YouTube,Collagen,Awareness,,Too Expensive,0,,,,13.3
VE1638,2024-09-23,Delhi,45-54,Male,6-10L,Instagram,Collagen,Trial,Doctor Recommended,Prefer Offline,0,,,,13.9
VE1639,2024-09-21,Pune,35-44,Male,<3L,Instagram,Multivitamin,Consideration,,Shipping Concerns,0,,,,6.1
VE1640,2024-10-24,Bangalore,25-34,Male,3-6L,Word of Mouth,Multivitamin,Awareness,,None,0,,,,10.3
VE1641,2024-09-06,Bangalore,25-34,Female,20L+,YouTube,Ashwagandha,Consideration,,Too Many Options,0,,,,17.6
VE1642,2024-11-18,Ahmedabad,18-24,Male,3-6L,Google Search,Multivitamin,Intent,Price,Unsure of Efficacy,0,,,,17.5
VE1643,2024-10-24,Hyderabad,18-24,Female,6-10L,Offline Store,Probiotic,Awareness,,Too Many Options,0,,,,12.4
VE1644,2024-11-02,Kolkata,35-44,Male,3-6L,Google Search,Omega-3,Awareness,,Too Many Options,0,,,,14.1
VE1645,2024-09-24,Hyderabad,25-34,Female,<3L,Instagram,Multivitamin,Intent,Brand Trust,Too Many Options,0,,,,5.8
VE1646,2024-07-22,Hyderabad,35-44,Prefer not to say,6-10L,Instagram,Whey Protein,Purchase,Ingredients Quality,None,2000,10,Promoter,Product Efficacy,12.8
VE1647,2024-06-18,Jaipur,25-34,Female,3-6L,Instagram,Multivitamin,Awareness,,Too Expensive,0,,,,6.1
VE1648,2024-07-23,Bangalore,35-44,Male,20L+,Doctor Recommendation,Omega-3,Consideration,,Prefer Offline,0,,,,15.7
VE1649,2024-09-07,Mumbai,35-44,Female,10-20L,YouTube,Whey Protein,Consideration,,Too Expensive,0,,,,7.7
VE1650,2024-07-30,Delhi,55+,Prefer not to say,6-10L,Facebook,Whey Protein,Awareness,,Too Many Options,0,,,,6.2
VE1651,2024-10-24,Jaipur,45-54,Female,20L+,Doctor Recommendation,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,16.4
VE1652,2024-06-22,Bangalore,25-34,Female,<3L,Google Search,Multivitamin,Awareness,,Prefer Offline,0,,,,17.7
VE1653,2024-07-10,Pune,35-44,Female,20L+,YouTube,Collagen,Consideration,,Unsure of Efficacy,0,,,,6.1
VE1654,2024-07-12,Mumbai,55+,Female,6-10L,Google Search,Probiotic,Repeat Purchase,Influencer,None,1500,3,Detractor,Price-Value,14.7
VE1655,2024-11-17,Delhi,18-24,Female,10-20L,Word of Mouth,Ashwagandha,Awareness,,Too Many Options,0,,,,7.1
VE1656,2024-09-26,Delhi,25-34,Male,3-6L,Offline Store,Multivitamin,Repeat Purchase,Influencer,None,1000,10,Promoter,Delivery Speed,8.8
VE1657,2024-06-17,Jaipur,45-54,Female,6-10L,YouTube,Collagen,Consideration,,Too Many Options,0,,,,5.7
VE1658,2024-11-25,Mumbai,35-44,Female,6-10L,Instagram,Multivitamin,Intent,Price,Lack of Trust,0,,,,9.1
VE1659,2024-10-18,Pune,35-44,Female,3-6L,Doctor Recommendation,Multivitamin,Consideration,,Too Many Options,0,,,,12.6
VE1660,2024-06-30,Jaipur,18-24,Male,6-10L,Instagram,Whey Protein,Consideration,,Too Expensive,0,,,,8.8
VE1661,2024-08-19,Delhi,25-34,Male,10-20L,Google Search,Collagen,Intent,Price,Too Expensive,0,,,,9.8
VE1662,2024-07-12,Pune,35-44,Male,6-10L,Facebook,Omega-3,Consideration,,Too Many Options,0,,,,13.4
VE1663,2024-10-15,Hyderabad,18-24,Male,6-10L,YouTube,Vitamin D3,Consideration,,Lack of Trust,0,,,,16.2
VE1664,2024-07-31,Mumbai,25-34,Male,20L+,Google Search,Omega-3,Intent,Discount/Offer,Lack of Trust,0,,,,11.1
VE1665,2024-10-08,Pune,35-44,Male,20L+,Google Search,Whey Protein,Intent,Price,Shipping Concerns,0,,,,16.2
VE1666,2024-06-21,Delhi,35-44,Female,10-20L,YouTube,Whey Protein,Intent,Doctor Recommended,Lack of Trust,0,,,,7.0
VE1667,2024-07-01,Delhi,35-44,Male,20L+,Word of Mouth,Ashwagandha,Trial,Ingredients Quality,Prefer Offline,0,,,,9.4
VE1668,2024-08-11,Mumbai,35-44,Female,<3L,Google Search,Probiotic,Awareness,,Shipping Concerns,0,,,,5.6
VE1669,2024-06-17,Mumbai,35-44,Female,6-10L,Word of Mouth,Ashwagandha,Consideration,,Lack of Trust,0,,,,6.3
VE1670,2024-09-13,Delhi,25-34,Female,6-10L,Instagram,Multivitamin,Consideration,,Too Expensive,0,,,,4.7
VE1671,2024-09-04,Bangalore,35-44,Male,3-6L,YouTube,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,9.8
VE1672,2024-08-01,Bangalore,18-24,Male,10-20L,Doctor Recommendation,Whey Protein,Repeat Purchase,Discount/Offer,None,1000,9,Promoter,Taste/Texture,5.3
VE1673,2024-07-31,Chennai,18-24,Male,6-10L,YouTube,Ashwagandha,Awareness,,Prefer Offline,0,,,,12.2
VE1674,2024-11-26,Hyderabad,25-34,Male,6-10L,Instagram,Multivitamin,Consideration,,Prefer Offline,0,,,,16.2
VE1675,2024-09-27,Mumbai,45-54,Male,3-6L,YouTube,Collagen,Awareness,,Too Many Options,0,,,,5.1
VE1676,2024-08-13,Pune,55+,Male,3-6L,YouTube,Omega-3,Intent,Peer Recommendation,Too Many Options,0,,,,13.0
VE1677,2024-10-14,Mumbai,45-54,Female,10-20L,YouTube,Multivitamin,Awareness,,Too Many Options,0,,,,6.5
VE1678,2024-10-05,Hyderabad,18-24,Female,6-10L,Instagram,Collagen,Repeat Purchase,Price,None,2000,10,Promoter,Product Efficacy,10.2
VE1679,2024-09-12,Delhi,25-34,Female,<3L,Google Search,Whey Protein,Purchase,Ingredients Quality,None,0,8,Passive,Delivery Speed,8.8
VE1680,2024-06-14,Mumbai,25-34,Male,3-6L,Instagram,Whey Protein,Purchase,Discount/Offer,None,700,6,Detractor,Delivery Speed,8.8
VE1681,2024-09-28,Hyderabad,25-34,Male,6-10L,Word of Mouth,Collagen,Awareness,,Too Many Options,0,,,,10.4
VE1682,2024-08-16,Kolkata,25-34,Male,3-6L,Doctor Recommendation,Omega-3,Intent,Brand Trust,Too Many Options,0,,,,9.8
VE1683,2024-06-02,Mumbai,25-34,Female,20L+,Offline Store,Ashwagandha,Awareness,,Lack of Trust,0,,,,11.8
VE1684,2024-08-02,Kolkata,45-54,Male,3-6L,Instagram,Multivitamin,Intent,Brand Trust,Lack of Trust,0,,,,7.4
VE1685,2024-11-22,Delhi,35-44,Female,3-6L,Instagram,Probiotic,Awareness,,Unsure of Efficacy,0,,,,15.5
VE1686,2024-09-26,Mumbai,45-54,Female,3-6L,YouTube,Probiotic,Consideration,,Unsure of Efficacy,0,,,,13.3
VE1687,2024-06-12,Delhi,35-44,Male,<3L,Word of Mouth,Whey Protein,Intent,Brand Trust,Unsure of Efficacy,0,,,,7.4
VE1688,2024-08-16,Bangalore,18-24,Female,3-6L,Google Search,Collagen,Consideration,,Shipping Concerns,0,,,,15.9
VE1689,2024-11-24,Mumbai,45-54,Male,20L+,YouTube,Omega-3,Intent,Brand Trust,Too Expensive,0,,,,15.1
VE1690,2024-08-02,Mumbai,18-24,Female,6-10L,Google Search,Collagen,Awareness,,Prefer Offline,0,,,,10.8
VE1691,2024-07-23,Jaipur,25-34,Female,10-20L,Instagram,Multivitamin,Awareness,,Lack of Trust,0,,,,17.0
VE1692,2024-09-22,Delhi,35-44,Male,6-10L,Instagram,Ashwagandha,Repeat Purchase,Peer Recommendation,None,2000,10,Promoter,Packaging,5.2
VE1693,2024-10-05,Mumbai,35-44,Female,6-10L,Word of Mouth,Omega-3,Trial,Peer Recommendation,Prefer Offline,0,,,,4.7
VE1694,2024-06-11,Mumbai,25-34,Female,6-10L,YouTube,Collagen,Awareness,,Unsure of Efficacy,0,,,,17.3
VE1695,2024-06-19,Mumbai,25-34,Male,6-10L,Google Search,Whey Protein,Awareness,,None,0,,,,14.6
VE1696,2024-10-17,Chennai,45-54,Female,<3L,Google Search,Ashwagandha,Consideration,,Too Many Options,0,,,,15.5
VE1697,2024-06-04,Ahmedabad,35-44,Female,3-6L,Doctor Recommendation,Collagen,Purchase,Discount/Offer,None,300,4,Detractor,Product Efficacy,11.9
VE1698,2024-11-28,Jaipur,35-44,Female,6-10L,Facebook,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,4.6
VE1699,2024-06-19,Delhi,25-34,Female,20L+,Doctor Recommendation,Whey Protein,Consideration,,Prefer Offline,0,,,,17.2
VE1700,2024-08-16,Delhi,45-54,Female,3-6L,Word of Mouth,Ashwagandha,Intent,Influencer,Too Expensive,0,,,,7.3
VE1701,2024-10-13,Chennai,35-44,Male,6-10L,Offline Store,Multivitamin,Intent,Discount/Offer,Too Expensive,0,,,,12.3
VE1702,2024-09-03,Bangalore,25-34,Prefer not to say,6-10L,Offline Store,Vitamin D3,Consideration,,Unsure of Efficacy,0,,,,13.8
VE1703,2024-11-07,Mumbai,35-44,Male,10-20L,Google Search,Vitamin D3,Awareness,,Shipping Concerns,0,,,,6.6
VE1704,2024-09-10,Kolkata,18-24,Female,6-10L,Instagram,Whey Protein,Repeat Purchase,Influencer,None,2000,10,Promoter,Packaging,13.5
VE1705,2024-10-12,Jaipur,25-34,Female,3-6L,Google Search,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,8.2
VE1706,2024-06-02,Delhi,25-34,Male,10-20L,YouTube,Omega-3,Consideration,,Unsure of Efficacy,0,,,,9.7
VE1707,2024-08-05,Mumbai,18-24,Female,10-20L,Instagram,Collagen,Purchase,Brand Trust,None,4000,10,Promoter,Taste/Texture,4.7
VE1708,2024-07-30,Kolkata,45-54,Female,10-20L,YouTube,Vitamin D3,Intent,Peer Recommendation,Unsure of Efficacy,0,,,,11.4
VE1709,2024-09-14,Delhi,18-24,Female,10-20L,Google Search,Ashwagandha,Consideration,,Lack of Trust,0,,,,14.6
